Position,Rate
3524502.0,5.474576271173882e-06
3524679.0,4.264478764479868e-06
3525197.0,2.699082568811414e-06
3525742.0,2.516304347844744e-06
3525926.0,2.511475409831843e-06
3526231.0,2.440251572310632e-06
3526549.0,2.363184079609739e-06
3526750.0,2.2809523809455424e-06
3526960.0,2.2622950819631054e-06
3527021.0,2.294117647118262e-06
3527055.0,2.273641851113493e-06
3527552.0,2.2820512820534997e-06
3527981.0,2.383950617282737e-06
3528791.0,2.5637583892505245e-06
3529089.0,2.9242424242519373e-06
3529287.0,3.4181240063598065e-06
3529916.0,2.310559006203147e-06
3530077.0,1.6973125883977416e-06
3530784.0,1.5130784708291436e-06
3531778.0,1.5112107623399466e-06
3532001.0,1.5204918032546148e-06
3532245.0,1.5209876543230571e-06
3532650.0,1.0169902912641635e-06
3533062.0,1.0197628458589405e-06
3533315.0,1.0869565217752137e-06
3533338.0,1.1344969199132142e-06
3534312.0,1.2694497153738692e-06
3534839.0,1.333333333329641e-06
3535082.0,1.3341902313731492e-06
3535471.0,1.2323651452272601e-06
3535953.0,6.559139784430514e-07
3536046.0,6.666666673519709e-07
3536049.0,3.6842105263632987e-07
3536163.0,2.2493887531100596e-07
3536572.0,2.1854304632346167e-07
3536723.0,2.2921615202256096e-07
3537565.0,2.307692307331658e-07
3537604.0,2.3913043479672563e-07
3537650.0,2.291666666801954e-07
3537890.0,2.2388059701528737e-07
3538091.0,2.2922636102284064e-07
3538789.0,3.076923077353163e-07
3538815.0,4.0000000012696546e-07
3538840.0,4.878048780303133e-07
3538881.0,5.709421112394081e-07
3539762.0,5.945945946296962e-07
3539799.0,6.160714285385893e-07
3539911.0,6.528776978419302e-07
3540467.0,6.485507246478833e-07
3540743.0,6.486486486432961e-07
3540817.0,6.272189348832931e-07
3540986.0,5.875000000118054e-07
3541466.0,5.871886120963792e-07
3542028.0,5.778546712842161e-07
3542606.0,1.2857142856825293e-06
3542648.0,1.699999999971169e-06
3542828.0,1.6548223350312623e-06
3543025.0,1.6357615894149839e-06
3543176.0,1.6319018405118414e-06
3543339.0,1.636363636342793e-06
3543581.0,1.7133333333339982e-05
3543671.0,1.699999999971169e-05
3543676.0,3.3421052631622595e-05
3543752.0,3.340944881888887e-05
3544006.0,3.643034055727786e-05
3545298.0,2.220098039214709e-05
3545502.0,2.7523809523793874e-06
3545817.0,2.7499999999904395e-06
3545941.0,1.9242718446584e-06
3546456.0,8.892773892847161e-07
3547314.0,7.838246409649463e-07
3548637.0,7.65957446839985e-07
3548684.0,7.581699346303965e-07
3548837.0,7.523809523761537e-07
3548942.0,7.560000000012223e-07
3550192.0,8.113207547178674e-07
3550563.0,3.6249999999071745e-06
3550603.0,1.0538461538480313e-05
3550694.0,1.572307692306105e-05
3550824.0,1.5828457446813527e-05
3551576.0,2.0299843014131558e-05
3552213.0,2.0304093567222425e-05
3552384.0,2.029914529915113e-05
3552618.0,2.0264984227137695e-05
3552935.0,1.2783715012719611e-05
3553328.0,9.230283911678878e-06
3553645.0,9.204545454537268e-06
3554261.0,9.222413793107742e-06
3554841.0,4.123076923073873e-06
3555166.0,3.0828025477716622e-06
3555480.0,2.684210526270267e-06
3555499.0,2.3207547170206352e-06
3555552.0,1.8706293706268742e-06
3556124.0,1.7520000000104119e-06
3556249.0,1.4676113360379578e-06
3556743.0,9.685658153216984e-07
3557252.0,8.504823151128999e-07
3557874.0,8.490770901204654e-07
3558795.0,8.44112769475747e-07
3559398.0,8.409785932740139e-07
3561033.0,9.252293577991541e-07
3563213.0,9.613402061757267e-07
3563601.0,9.893390191917017e-07
3564539.0,1.000000000025909e-06
3564617.0,1.0018761725979462e-06
3565150.0,1.2300884956135407e-06
3565263.0,1.642857142896454e-06
3565319.0,2.076335877827382e-06
3565450.0,2.55286041189925e-06
3567635.0,7.529801324502938e-06
3567786.0,8.613772455083893e-06
3568120.0,8.615771812085195e-06
3568716.0,8.618110236225704e-06
3568970.0,8.607973421935059e-06
3569271.0,7.617543859638724e-06
3569556.0,4.080034057044149e-06
3571905.0,3.945910290239473e-06
3572663.0,4.127554615925928e-06
3574082.0,6.076566125296551e-06
3574513.0,6.216294160059533e-06
3575900.0,7.097115735669379e-06
3578639.0,6.359934853419549e-06
3579867.0,3.996734693879373e-06
3581092.0,3.3768545994058973e-06
3583114.0,1.4835164835188823e-06
3583478.0,1.0850059031831373e-06
3584325.0,1.0907801418448394e-06
3586440.0,1.2968036529708543e-06
3586659.0,1.5474860335026487e-06
3586838.0,1.6300366300464953e-06
3587384.0,1.636178861788054e-06
3587876.0,1.6739130434226137e-06
3587968.0,1.9000000001767603e-06
3587988.0,2.1798245614004542e-06
3588444.0,3.5925925926013256e-06
3588498.0,4.318885448923392e-06
3588821.0,4.301149425273983e-06
3589256.0,1.8779472954268265e-06
3590698.0,1.563636363607312e-06
3590863.0,1.4207920792086547e-06
3591065.0,1.3978494623763408e-06
3591344.0,1.5999999997499497e-06
3591359.0,1.6666666671956893e-06
3591362.0,1.78048780488863e-06
3591444.0,2.0609756097517275e-06
3591526.0,2.34532374101553e-06
3591665.0,2.3913043479672562e-06
3591688.0,2.45789473680702e-06
3591878.0,2.4585635359461104e-06
3592059.0,2.4107142857181837e-06
3592115.0,2.3229755178867965e-06
3593177.0,1.2386156648435806e-06
3594275.0,1.250000000396767e-06
3594283.0,1.2083333333418661e-06
3594355.0,1.1875000000216574e-06
3594435.0,1.1818181814181694e-06
3594446.0,1.1469194312799785e-06
3594868.0,1.1109510086459642e-06
3595562.0,1.061583577720346e-06
3595903.0,9.62962962900191e-07
3595930.0,8.708920187822335e-07
3596356.0,8.661710037141768e-07
3597163.0,9.228855721423668e-07
3597565.0,1.146341463413229e-06
3598098.0,1.3073929961258087e-06
3598355.0,1.7222222222162347e-06
3598373.0,2.1999999998930283e-06
3598433.0,2.2056650246358584e-06
3599245.0,2.214983713340629e-06
3599552.0,2.214035087738945e-06
3599837.0,2.2128378378360814e-06
3602501.0,2.2118226601145436e-06
3602704.0,2.211055276381517e-06
3603301.0,2.173006134966833e-06
3604116.0,2.103929024082516e-06
3604905.0,2.068027210883401e-06
3605052.0,2.03510638298067e-06
3605992.0,2.0799999998644125e-06
3606017.0,2.142105263172162e-06
3606207.0,2.275478690549598e-06
3607826.0,2.27807486631511e-06
3608200.0,2.376884422108048e-06
3608399.0,2.45652173913071e-06
3608997.0,2.4727272726853368e-06
3609107.0,2.4767441860725487e-06
3609193.0,2.4915254237408707e-06
3609370.0,2.4916387959695273e-06
3609669.0,2.5000000000829912e-06
3609719.0,2.4950980392204944e-06
3609923.0,2.5999999999726244e-06
3609973.0,2.6055555555496807e-06
3610333.0,4.195035461009209e-06
3610615.0,4.20270270270203e-06
3610763.0,4.21333333330646e-06
3610913.0,4.22317596567613e-06
3611146.0,4.250000000021415e-06
3611222.0,4.283870967733326e-06
3611842.0,4.423841059632807e-06
3611993.0,4.36186770428045e-06
3612764.0,4.3583617747257456e-06
3613057.0,4.061855670103149e-06
3613154.0,3.630136986382944e-06
3613227.0,2.930555555558101e-06
3613299.0,2.4929245282921386e-06
3613723.0,2.5039682539622773e-06
3613975.0,2.520000000174605e-06
3614000.0,2.5000000000322383e-06
3614028.0,2.5079365079205123e-06
3614091.0,2.4957805907120074e-06
3615039.0,2.8994334277685168e-06
3615745.0,2.884169884171804e-06
3616263.0,2.8717948717408094e-06
3616341.0,9.946716232968473e-06
3617148.0,1.0533333333266151e-05
3617163.0,1.0586206896530727e-05
3617250.0,1.0980891719718726e-05
3617407.0,1.2562827225145416e-05
3617789.0,1.4074766355131955e-05
3617896.0,1.4333333332672282e-05
3617899.0,1.4039682539706493e-05
3618025.0,1.8313253012039756e-06
3619187.0,1.9032258064597837e-06
3619280.0,1.9999999949504854e-06
3619281.0,1.9777777778371173e-06
3619326.0,1.979591836739506e-06
3619424.0,1.8805970149231113e-06
3619692.0,1.6728624535343033e-06
3619961.0,9.354330708654163e-07
3620596.0,8.834244080102482e-07
3621145.0,9.09638554217387e-07
3621643.0,9.04191616781166e-07
3621810.0,9.057971014278561e-07
3621948.0,8.88888889013136e-07
3621993.0,9.032520325158805e-07
3623223.0,1.147747747756147e-06
3623778.0,1.2413793102733303e-06
3623836.0,1.339544513459069e-06
3624319.0,1.3419483101413348e-06
3624822.0,1.3652173913175395e-06
3624937.0,1.3878281622890796e-06
3625775.0,2.7401574803343107e-06
3625902.0,3.21084337347729e-06
3626068.0,3.2393162393160786e-06
3626419.0,3.2138728323673806e-06
3626765.0,2.1535714285901365e-06
3627045.0,1.0906432748495627e-06
3628071.0,1.0253393665184951e-06
3629176.0,1.0129870129209802e-06
3629253.0,1.017241379314712e-06
3629659.0,1.0299625468240586e-06
3630193.0,1.0149812734004187e-06
3630727.0,1.0000000000128954e-06
3630839.0,9.954180985126724e-07
3631712.0,1.1908609271525494e-05
3632467.0,5.675675675611696e-07
3632726.0,5.225594749774866e-07
3633945.0,5.165289256369817e-07
3634187.0,5.193965517220851e-07
3635115.0,5.245098039208687e-07
3635523.0,6.361940298485345e-07
3636059.0,6.289308176309412e-07
3636218.0,5.224719101105431e-07
3636396.0,5.098435133739213e-07
3638377.0,5.082872928200281e-07
3639101.0,6.390718991698283e-07
3642592.0,6.428571428489544e-07
3642746.0,6.56153582447482e-07
3645663.0,6.845360824746824e-07
3646633.0,7.203791469190993e-07
3646844.0,7.738693467436477e-07
3647043.0,8.544891640851358e-07
3647366.0,9.230769229326632e-07
3647379.0,9.265367316385218e-07
3648046.0,9.264069264056901e-07
3648277.0,9.315315315353137e-07
3648832.0,9.29040735871825e-07
3649593.0,9.050847457657811e-07
3649888.0,8.571428571216861e-07
3650077.0,6.996124031107805e-07
3650593.0,6.003210272771383e-07
3651216.0,5.575221239324347e-07
3651329.0,5.303030302560398e-07
3651395.0,5.000000000165983e-07
3651545.0,4.5033112582801985e-07
3652451.0,4.4007670182101734e-07
3653494.0,4.365079365149081e-07
3653872.0,4.3867924528149374e-07
3654084.0,4.405594405402776e-07
3654227.0,4.3775100401740616e-07
3656468.0,4.1666666660154937e-07
3656540.0,3.932584269713633e-07
3657430.0,3.5209003214500975e-07
3658052.0,3.0959446093058543e-07
3661085.0,3.0808080807452774e-07
3661481.0,3.087934560377397e-07
3662459.0,3.0998702982978985e-07
3665543.0,1.4222222222631192e-06
3665588.0,2.5901639344097094e-06
3665710.0,4.763059701494936e-06
3667318.0,3.978193146422894e-06
3667639.0,1.1193755739200834e-06
3668728.0,6.760563380225904e-07
3668799.0,2.9718875501168303e-07
3669048.0,2.61538461534026e-07
3669113.0,2.413793103654413e-07
3669316.0,2.3880597007658236e-07
3669383.0,2.2813688213414924e-07
3669909.0,2.4324324320522884e-07
3669946.0,2.2553191489868503e-07
3670181.0,2.291666666801954e-07
3670325.0,2.3107569719391484e-07
3670576.0,2.7016129032811097e-07
3670824.0,9.694915254327899e-07
3671119.0,2.257053291480302e-07
3672076.0,2.2421524664421447e-07
3672299.0,2.1482176360644992e-07
3673365.0,9.62962962900191e-07
3673446.0,2.1176470589105465e-06
3673480.0,2.6923076923033695e-06
3673662.0,2.772727272703047e-06
3673772.0,2.9076923077298034e-06
3673902.0,3.0025157232689393e-06
3674697.0,3.003472222213372e-06
3674985.0,3.829457364366861e-06
3675114.0,3.4060150375959303e-06
3675247.0,3.3863636363496307e-06
3675555.0,3.3571428571257284e-06
3675597.0,3.3085714285821917e-06
3675772.0,1.6099071207480813e-06
3676095.0,1.6052631578931772e-06
3676323.0,2.359712230213395e-06
3676601.0,2.6666666667433483e-06
3676625.0,3.0129870129467708e-06
3676702.0,3.0000000001490186e-06
3676725.0,2.600000000004204e-06
3676950.0,2.223880597020878e-06
3677017.0,1.6818181817706608e-06
3677039.0,1.6376811594046308e-06
3677108.0,1.2934782608733728e-06
3677384.0,1.018018018008284e-06
3677717.0,9.913043478565235e-07
3677832.0,1.0000000000128954e-06
3677930.0,1.030303030285557e-06
3677963.0,1.011235955057815e-06
3678230.0,1.0263157894067825e-06
3678306.0,1.0512820512999458e-06
3678423.0,1.0523255813823621e-06
3678595.0,1.0376213592249786e-06
3680243.0,1.228571428514767e-06
3680313.0,2.2723112128172354e-06
3681187.0,6.078431372527887e-07
3681544.0,5.154639175428849e-07
3681738.0,4.866468842672243e-07
3682412.0,4.874371859344036e-07
3683407.0,5.466101694813697e-07
3683879.0,6.032608695867883e-07
3684063.0,4.2857142850445076e-07
3684084.0,7.870370370236893e-07
3684300.0,7.98742138381464e-07
3684618.0,8.214285713847858e-07
3684674.0,8.422619047712555e-07
3685010.0,8.794435857785308e-07
3685657.0,9.636363636149547e-07
3685822.0,1.0122950819740268e-06
3686310.0,9.918433931479933e-07
3686923.0,1.9224999999956084e-06
3687323.0,1.8064516129265206e-06
3687416.0,1.673469387735251e-06
3687563.0,5.41978021977649e-07
3689838.0,5.313059034048701e-07
3690397.0,4.999999999218593e-07
3690403.0,5.18518518525205e-07
3690430.0,5.305343511344453e-07
3690692.0,5.28225806464564e-07
3690940.0,5.200000000134727e-07
3691015.0,5.208747514896985e-07
3692021.0,5.212765957136081e-07
3692115.0,5.122950819842196e-07
3692359.0,5.17605633796982e-07
3692643.0,5.14321295145421e-07
3693446.0,5.177304964468989e-07
3694151.0,5.262881177719506e-07
3696053.0,5.600272851285173e-07
3698985.0,9.361702128212237e-07
3699032.0,9.35982339955969e-07
3700391.0,9.356984478943826e-07
3700842.0,9.426229508276675e-07
3701086.0,9.538834951345262e-07
3701498.0,9.757673667249006e-07
3702117.0,1.027093596056107e-06
3702523.0,1.0963855422256168e-06
3702606.0,1.1954887218046634e-06
3702872.0,1.302521008398833e-06
3703110.0,1.306791569082108e-06
3703537.0,1.5157421289330118e-06
3704204.0,2.9823529411701468e-06
3704374.0,4.2417061611368155e-06
3704585.0,1.5479166666665378e-05
3704633.0,2.035991820041415e-05
3705122.0,2.0361940298506803e-05
3705390.0,2.0357142857260362e-05
3705418.0,2.032758620678241e-05
3705476.0,1.2023847376795946e-05
3706105.0,5.65454545454455e-06
3708855.0,2.123824451416567e-06
3709493.0,2.0121739130420633e-06
3710643.0,2.016460905346557e-06
3710886.0,2.017059301379378e-06
3712117.0,2.0196969697007138e-06
3712777.0,2.0765217391272016e-06
3713352.0,2.0792109256463137e-06
3716647.0,5.691039032434016e-06
3718466.0,5.798537234043425e-06
3719970.0,1.0022900763356302e-05
3720494.0,1.832385120349306e-05
3720951.0,2.2071875000007067e-05
3721271.0,2.4285545023695353e-05
3722115.0,2.4400000000010127e-05
3722535.0,2.442426108374347e-05
3724159.0,2.442363112391102e-05
3724506.0,2.4423627684968455e-05
3725344.0,2.1927927927936355e-05
3725455.0,5.618980169965772e-06
3726161.0,3.6885245901698983e-06
3726466.0,1.150090415913347e-06
3727019.0,1.1381578947147898e-06
3727171.0,1.135309278350113e-06
3727947.0,7.894736842741312e-07
3727985.0,4.634346754290241e-07
3729202.0,4.5686274510094513e-07
3729712.0,4.563492063530771e-07
3729964.0,4.554707379116109e-07
3730750.0,4.583333333603908e-07
3730798.0,4.5583832335119393e-07
3732134.0,4.5387453874874327e-07
3733760.0,9.643255295400792e-07
3734657.0,1.0387811634300218e-06
3735018.0,1.0684210526266582e-06
3735208.0,1.0731707317706712e-06
3735249.0,1.0680272108946737e-06
3735396.0,1.0416666667012464e-06
3735420.0,1.1685393258463601e-06
3735687.0,1.1818181817411435e-06
3735753.0,1.5000000000100306e-06
3736189.0,2.0930232558173375e-06
3736318.0,2.8333333332852817e-06
3736330.0,3.582753824753395e-06
3737049.0,2.171624713955456e-06
3737486.0,2.170442286947755e-06
3739340.0,2.1607142857149597e-06
3739396.0,2.1521511017854976e-06
3740349.0,2.142857142884776e-06
3740447.0,2.1416309012781408e-06
3740680.0,2.2857142857123424e-05
3740764.0,2.539532520324993e-05
3741748.0,3.9867567567570575e-05
3743598.0,2.0399999999953204e-05
3743693.0,8.882352941164129e-06
3743829.0,8.754901960832526e-06
3743931.0,8.75376884422177e-06
3744130.0,8.760839160831463e-06
3744845.0,8.77272727286347e-06
3744867.0,8.764018691591519e-06
3745295.0,8.756097560964734e-06
3745377.0,8.762962962944381e-06
3745512.0,8.764705882376401e-06
3745563.0,8.761099365758351e-06
3746036.0,7.757575757583515e-06
3746069.0,6.651842439642936e-06
3746856.0,3.2499999999985027e-06
3748376.0,3.2644628098965347e-06
3748497.0,3.2720763723293707e-06
3748916.0,3.2743902438889588e-06
3749244.0,3.2861230329022335e-06
3749943.0,3.2920353982312195e-06
3750508.0,3.290155440415737e-06
3751087.0,3.2110311750636295e-06
3751504.0,3.0581583198749388e-06
3752123.0,2.892556179772307e-06
3753547.0,3.0401785714292577e-06
3753771.0,4.806060606070291e-06
3753936.0,7.382681564243192e-06
3754294.0,7.876582278483006e-06
3754926.0,7.946502057609123e-06
3755169.0,8.030303030268167e-06
3755202.0,8.054439403758836e-06
3756745.0,8.027027027116821e-06
3756782.0,7.932960893852138e-06
3757856.0,7.890539053904686e-06
3759674.0,7.833333333392053e-06
3759698.0,7.86344086021877e-06
3760628.0,7.852941176455421e-06
3760798.0,7.833443928336104e-06
3762305.0,7.823954983920503e-06
3763549.0,1.2676021664205107e-05
3765580.0,1.3761133603245774e-05
3765827.0,1.646304881374391e-05
3773161.0,1.0723470661672112e-05
3774763.0,5.493598862020487e-06
3776872.0,5.512589928056528e-06
3779096.0,6.233046800382922e-06
3780143.0,6.412790697677443e-06
3781003.0,6.325884543760987e-06
3781540.0,4.0250696379137067e-07
3782258.0,3.6170212765344023e-07
3782305.0,3.388888888622432e-07
3782485.0,3.136456211853073e-07
3782976.0,2.9268292678352736e-07
3783017.0,2.7874564461350803e-07
3783304.0,2.703349282270802e-07
3784140.0,2.6648351649392443e-07
3784504.0,2.655334114890145e-07
3786210.0,2.8336902212672135e-07
3787611.0,2.8241335044772364e-07
3788390.0,2.619883040936215e-07
3792665.0,2.504743833030116e-07
3793192.0,2.431137724539701e-07
3794862.0,2.3505976095718444e-07
3795615.0,2.2911694510550794e-07
3796034.0,2.2807017543741126e-07
3798371.0,2.1584905660579096e-07
3799696.0,2.1052631579218848e-07
3799829.0,2.0900321543188298e-07
3800140.0,2.0574515099476326e-07
3804213.0,2.1673003801595962e-07
3804739.0,2.1967963386546413e-07
3805176.0,4.067796610135925e-07
3805412.0,4.6246246246842607e-07
3805745.0,7.99081515496911e-07
3806616.0,1.086419753150556e-06
3806697.0,1.2928286852503602e-06
3807199.0,1.3320754716999692e-06
3807729.0,1.3679428942243846e-06
3809270.0,2.2857142857132327e-06
3809669.0,2.416666666782419e-06
3809693.0,2.5000000000829912e-06
3809713.0,2.7597222222218595e-06
3810433.0,3.6533333332992393e-06
3810508.0,5.5397923875462e-06
3810797.0,1.344230769225655e-05
3810849.0,1.3560975609757668e-05
3811136.0,1.3745454545502608e-05
3811191.0,1.3754385964840335e-05
3811248.0,1.4139037433159365e-05
3812183.0,1.4096204188479769e-05
3813711.0,7.886363636476869e-06
3813755.0,4.1356450790351093e-07
3815716.0,4.5288753799513315e-07
3816045.0,1.0000000000331967e-06
3816095.0,1.5861182519236847e-06
3816484.0,1.1764705882430014e-06
3816620.0,1.2513661202042088e-06
3816803.0,1.7667934093760137e-06
3817592.0,1.032558139571805e-07
3818667.0,9.425287356210033e-08
3819537.0,5.220338982877304e-08
3821012.0,5.0185873606909575e-08
3822626.0,5.000000000129545e-08
3824186.0,4.954954954714028e-08
3825518.0,5.015673981892303e-08
3826156.0,5.010351966875269e-08
3828571.0,5.0233644857496316e-08
3829427.0,5.030800821055355e-08
3830401.0,5.1867219918734264e-08
3831365.0,2.443118239469782e-07
3834046.0,4.021739130321145e-08
3834966.0,3.582089552032496e-08
3836976.0,3.63164721146058e-08
3837747.0,3.5751840175109156e-08
3838698.0,2.898550717319544e-08
3838767.0,4.393305439387197e-08
3839723.0,3.5175879403389477e-08
3840320.0,3.524614040199177e-08
3843753.0,3.503380454714037e-08
3848634.0,3.921568631482182e-08
3848685.0,2.4521824424551167e-08
3850724.0,1.6144349477409012e-08
3851777.0,7.903888713509299e-09
3854940.0,1.0638297845481305e-08
3855034.0,0.0
3855112.0,6.4516129041276e-09
3856352.0,8.474576249790192e-09
3856470.0,4.835589943507803e-09
3857504.0,5.976095616595927e-09
3858006.0,4.282655245583377e-09
3859407.0,2.358490576841203e-09
3859831.0,5.242463954136826e-09
3860594.0,3.865979380839118e-09
3861370.0,4.163775155490848e-09
3862811.0,3.442340795276958e-09
3863392.0,1.1111111083058253e-08
3863482.0,0.0
3863507.0,2.8490028620531912e-09
3863858.0,4.194630872324422e-09
3868626.0,4.285714285044508e-09
3869326.0,4.527447652019368e-09
3871093.0,4.248744689319961e-09
3873682.0,8.478357873566343e-09
3875923.0,6.968026460893876e-07
3876830.0,4.671814671816129e-07
3877089.0,5.6027615507218076e-08
3880855.0,5.555555555765866e-08
3881953.0,5.575820739961293e-08
3883872.0,5.5924361294397376e-08
3888843.0,4.651162795478867e-08
3888929.0,1.0123456789126156e-07
3889334.0,4.000000000132786e-07
3889459.0,7.281105990736971e-07
3889676.0,9.947136563866303e-07
3890811.0,6.807909604593227e-07
3891519.0,4.074074074314585e-07
3891573.0,8.177172061261314e-08
3892747.0,1.6044776118663001e-07
3893015.0,1.566265060138865e-07
3893181.0,1.5966386554116914e-07
3893538.0,1.5933884297692577e-07
3896563.0,1.674208144749074e-07
3896784.0,1.7871396895725008e-07
3899039.0,1.793002915482415e-07
3899725.0,1.7864476386163115e-07
3900212.0,1.78671133442206e-07
3902003.0,1.7957166392407434e-07
3902610.0,1.7817014446865013e-07
3903233.0,0.0
3903234.0,1.784322217397975e-07
3905543.0,6.215189873420775e-06
3905859.0,2.1389396709011772e-07
3907500.0,8.515915667866954e-08
3909919.0,8.18181818183141e-08
3911569.0,7.392473118238466e-08
3913057.0,6.041923551249306e-08
3914679.0,6.046511627925933e-08
3916399.0,4.871794870426199e-08
3916789.0,4.453870625720213e-08
3917732.0,3.976945245154319e-08
3919467.0,3.960396038398767e-08
3919871.0,3.866465484743888e-08
3925173.0,3.846153846954228e-08
3925511.0,3.887399463516932e-08
3926257.0,3.912098527000824e-08
3930398.0,4.28211586894501e-08
3930795.0,4.7281323875278596e-08
3931218.0,5.7897695332065985e-08
3932997.0,8.695652182851794e-08
3933020.0,4.205607477638402e-08
3933448.0,4.2047531990446074e-08
3933995.0,4.1166380782588756e-08
3934578.0,4.175365344309571e-08
3935057.0,4.490500863878734e-08
3936215.0,4.681647940230321e-08
3936749.0,6.57620041725049e-08
3937707.0,2.307692307331658e-07
3937746.0,4.1538461538528703e-07
3938396.0,6.302367941719518e-07
3939494.0,9.477124182996059e-07
3939800.0,1.3404924043991512e-06
3941709.0,7.981651376203153e-07
3941818.0,1.311576354693591e-07
3943442.0,1.2941176471352212e-07
3943612.0,1.1594202896738765e-07
3943819.0,1.1540648095859606e-07
3945578.0,1.1326860840420267e-07
3945887.0,1.612903226318409e-07
3945918.0,1.6780354706001123e-07
3946651.0,2.0555555558922202e-07
3946831.0,2.321428570642833e-07
3946887.0,2.63339070569635e-07
3948049.0,2.748091603166358e-07
3948180.0,2.8086642599163783e-07
3949565.0,2.8412256266927616e-07
3949924.0,2.8680203045411046e-07
3950318.0,2.8517290383735554e-07
3952429.0,2.9229661627446763e-07
3953818.0,3.06590257879247e-07
3955214.0,2.93413173649387e-07
3955715.0,2.8310502283006597e-07
3955934.0,2.5824175825345427e-07
3956116.0,2.3076923075593962e-07
3956428.0,2.1986754966902053e-07
3957183.0,1.4693422519483945e-07
3961668.0,1.3422818793822522e-07
3961966.0,1.2475633527238778e-07
3962479.0,1.1525974026864179e-07
3963095.0,1.2079365079319445e-06
3963725.0,4.651162790521592e-07
3963768.0,2.0334928229320204e-07
3964604.0,2.0512820515687753e-07
3964799.0,2.0715962441134924e-07
3966503.0,2.6488095238889965e-07
3966839.0,1.959183673453221e-07
3968064.0,1.970802919745792e-07
3968886.0,2.052035249662747e-07
3971269.0,1.608212147146358e-07
3972438.0,1.3627254508786925e-07
3972937.0,1.35593220357936e-07
3973055.0,9.090909067956752e-08
3973066.0,1.0899653979993965e-07
3973644.0,1.1304347825350068e-07
3973874.0,1.0734463276831213e-07
3975998.0,1.0838709677559123e-07
3976773.0,1.069340016679827e-07
3977970.0,1.11111111126642e-07
3978042.0,1.0839160839123155e-07
3978614.0,1.0704607046002187e-07
3979352.0,1.1180124226268547e-07
3979513.0,1.0664993726293406e-07
3980310.0,1.0945273632486944e-07
3980511.0,1.1111111111254393e-07
3980637.0,1.0546874998351718e-07
3980893.0,1.0389610391062628e-07
3980970.0,1.0782442747988503e-07
3982018.0,1.0815939279269467e-07
3983072.0,1.090116279002679e-07
3983760.0,9.999999998437185e-08
3983790.0,1.1142061281904849e-07
3984508.0,1.1381322957147727e-07
3986564.0,1.1509433962699851e-07
3987094.0,1.1764705881907556e-07
3987264.0,1.222222222136477e-07
3987714.0,1.2777777778412488e-07
3988254.0,1.4136125654473117e-07
3989209.0,1.7130307466460602e-07
3989892.0,2.2314049586959745e-07
3990860.0,2.2265246854012668e-07
3991893.0,1.709359605900871e-07
3993923.0,1.4586160108839559e-07
3995397.0,1.4251401120755414e-07
3996646.0,1.207892204035943e-07
3998724.0,1.153846153665829e-07
3998828.0,1.049723757003735e-07
3999190.0,8.791208792437608e-08
3999281.0,8.041958041529372e-08
3999853.0,6.995884773543906e-08
4000339.0,6.608357628653719e-08
4001368.0,7.547169812375683e-08
4001474.0,5.7947019868296914e-08
4002682.0,4.3425814233658546e-08
4005998.0,3.244292448488665e-08
4016817.0,4.521845401644306e-08
4020090.0,4.44444444506568e-08
4020270.0,4.7297297297907214e-08
4020862.0,4.844097995579864e-08
4022658.0,4.885496183165793e-08
4024623.0,5.263157900147139e-08
4024699.0,4.9822064057581976e-08
4024980.0,6.025824964209699e-08
4025677.0,9.278350514013883e-08
4025774.0,1.2049999999774742e-07
4027774.0,1.2079030085449543e-07
4030001.0,1.2109311078389904e-07
4036112.0,1.2634408602722761e-07
4036484.0,1.2608158219810896e-07
4038102.0,1.31671348313988e-07
4040950.0,2.0707070706825075e-07
4041346.0,2.583778533267387e-07
4043405.0,1.6867469879735585e-07
4043488.0,9.743589743767445e-08
4044463.0,9.161793372734633e-08
4044976.0,9.09090908948835e-08
4045141.0,8.858603067072528e-08
4045728.0,8.29875518640782e-08
4045969.0,8.118811881091811e-08
4046979.0,8.536585361631164e-08
4047061.0,7.627118644080129e-08
4047651.0,7.441860465212244e-08
4053671.0,7.894736840871462e-08
4053785.0,7.692307692406888e-08
4054331.0,7.936507936520768e-08
4055465.0,7.905865048749489e-08
4060904.0,8.131067960469186e-08
4061728.0,8.823529410385752e-08
4061762.0,9.407216494901267e-08
4062538.0,1.0992907801380221e-07
4062820.0,1.2451361869444707e-07
4063077.0,1.4705882351909484e-07
4063451.0,1.5789473685482623e-07
4063641.0,1.785714285556052e-07
4063837.0,1.966773847825429e-07
4065703.0,1.4754098358349945e-07
4065764.0,1.1787072243305029e-07
4066027.0,1.1842105264423608e-07
4066255.0,8.49206349205216e-08
4068775.0,8.515448379722647e-08
4070102.0,8.538011695957173e-08
4070957.0,8.51063829761448e-08
4073166.0,8.454106280302255e-08
4073994.0,8.560558021573765e-08
4075571.0,8.92857143140548e-08
4075627.0,8.352668213525535e-08
4078213.0,8.434650455688725e-08
4079529.0,8.376963350716215e-08
4080102.0,8.333333333304361e-08
4080474.0,8.193091231261209e-08
4082732.0,8.92018779314513e-08
4083371.0,9.424083771880817e-08
4083562.0,1.0192973775289273e-07
4085583.0,1.368191721146118e-07
4087878.0,1.3531353133980506e-07
4088181.0,1.7984361425123967e-07
4089332.0,1.7290552584078978e-07
4089893.0,1.7333333333150829e-07
4090268.0,5.0450450451101024e-08
4091378.0,3.083109919724193e-08
